NMLSID,Name,Street,City,State,Zip,IsCompany,LoanCount,LOs,LoanVolume_display,LoanVolume_raw
2065007,"NFM, Inc., Laguna Hills, CA Branch (NFM Lending)",25201 Paseo De Alicia,Laguna Hills,CA,92653,False,0,0,$0,0
2073402,"NFM, Inc., Tucson, AZ Branch (NFM Lending)",2910 N. Swan Road,Tucson,AZ,85712,False,0,0,$0,0
2073645,"NFM, Inc., Chandler, AZ Branch (NFM Lending)",55 North AZ Place,Chandler,AZ,85225,False,0,0,$0,0
2073646,"NFM, Inc., Gilbert, AZ Branch (NFM Lending)",5656 S. Power Road,Gilbert,AZ,85295,False,0,0,$0,0
2073651,"NFM, Inc., Peoria, AZ Branch (NFM Lending)",8631 W. Union Hills Drive,Peoria,AZ,85382,False,0,0,$0,0
2073666,"NFM, Inc., Scottsdale, AZ Branch (NFM Lending)",8360 E. Raintree Drive,Scottsdale,AZ,85260,False,0,0,$0,0
2084008,"NFM, Inc., Huntsville, AL Branch (NFM Lending)",1101 McMurtrie Dr.,Huntsville,AL,35806,False,0,0,$0,0
2101482,"NFM, Inc., Bend, OR Branch (NFM Lending)",2900 NW Clearwater Drive,Bend,OR,97703,False,2,0,"$1,155,000",1155000
2101502,"NFM, Inc., Vancouver, WA Branch (NFM Lending)",9415 NE 157th Court,Vancouver,WA,98682,False,26,0,"$13,683,198",13683198
2104851,"NFM, Inc., Seattle, WA Branch (NFM Lending)",3334 NE 65th Street,Seattle,WA,98115,False,63,6,"$45,697,264",45697264
2108575,"NFM, Inc., Medford Lakes, NJ Branch (NFM Lending)",4 Trading Post Way,Medford Lakes,NJ,08055,False,0,3,$0,0
